-- COMPILE DATE : Ver:4/29, BuildDate:May 26 2011 17:48:30 --
[00:00]AccountKick Fail - uid(0), 
[21:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1883, DB(UID):62180
[21:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2080, DB(UID):45126
[21:40]AccountKick Fail - uid(0), 
[21:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2094, DB(UID):194866
[21:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2110, DB(UID):9261
[21:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2127, DB(UID):142060
[21:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2161, DB(UID):107773
[21:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1979, DB(UID):223944
[21:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2177, DB(UID):261221
[21:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1991, DB(UID):12966
[21:43]AccountKick Fail - uid(0), 
[21:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1998, DB(UID):245244
[21:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2207, DB(UID):242136
[21:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2213, DB(UID):208503
[21:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2222, DB(UID):72251
[21:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2229, DB(UID):208827
[21:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2249, DB(UID):228694
[21:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2282, DB(UID):126528
[21:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2302, DB(UID):132056
[21:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2303, DB(UID):139558
[21:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2133, DB(UID):145913
[21:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2333, DB(UID):120699
[21:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2346, DB(UID):66556
[21:47]AccountKick Fail - uid(0), 
[21:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2193, DB(UID):271408
[21:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2397, DB(UID):108828
[21:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2216, DB(UID):67817
[21:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2415, DB(UID):72247
[21:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2233, DB(UID):257426
[21:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2454, DB(UID):98587
[21:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2465, DB(UID):87480
[21:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2481, DB(UID):74741
[21:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2487, DB(UID):41646
[21:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2326, DB(UID):202364
[21:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2523, DB(UID):269059
[21:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2532, DB(UID):267523
[21:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2534, DB(UID):218016
[21:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2541, DB(UID):254356
[21:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2542, DB(UID):46753
[21:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2543, DB(UID):267084
[21:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2360, DB(UID):59262
[21:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2567, DB(UID):130758
[21:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2587, DB(UID):89369
[21:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:3, SID:2832, DB(UID):210377
[21:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2634, DB(UID):85882
[21:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2672, DB(UID):224445
[21:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2509, DB(UID):1231
[21:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2701, DB(UID):271174
[21:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2716, DB(UID):121891
[21:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2541, DB(UID):170307
[21:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2567, DB(UID):21653
[21:58]AccountKick Fail - uid(0), 
[21:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2804, DB(UID):250186
[21:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2806, DB(UID):264361
[21:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2634, DB(UID):157953
[21:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2824, DB(UID):25563
[21:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2828, DB(UID):253655
[21:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2638, DB(UID):178220
[22:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2920, DB(UID):30603
[22:02][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:3097, UID:271108
[22:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2950, DB(UID):100218
[22:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2965, DB(UID):239467
[22:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2970, DB(UID):172396
[22:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2983, DB(UID):209933
[22:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2987, DB(UID):122702
[22:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2799, DB(UID):222421
[22:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2809, DB(UID):135114
[22:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3005, DB(UID):219007
[22:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3008, DB(UID):269953
[22:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3021, DB(UID):51587
[22:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2839, DB(UID):46037
[22:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3031, DB(UID):229494
[22:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3045, DB(UID):267685
[22:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2870, DB(UID):151581
[22:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3076, DB(UID):10894
[22:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3093, DB(UID):236446
[22:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3097, DB(UID):116339
[22:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3098, DB(UID):146879
[22:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3104, DB(UID):96310
[22:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2939, DB(UID):71199
[22:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2961, DB(UID):130177
[22:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3153, DB(UID):2603
[22:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3159, DB(UID):269540
[22:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3164, DB(UID):47902
[22:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3167, DB(UID):269775
[22:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3172, DB(UID):168365
[22:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3181, DB(UID):44512
[22:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3196, DB(UID):169698
[22:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3217, DB(UID):107099
[22:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3219, DB(UID):270159
[22:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3223, DB(UID):164829
[22:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3040, DB(UID):125484
[22:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3231, DB(UID):270024
[22:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3045, DB(UID):103390
[22:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3254, DB(UID):206004
[22:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3260, DB(UID):114979
[22:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3267, DB(UID):120817
[22:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3268, DB(UID):27037
[22:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3272, DB(UID):76822
[22:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3084, DB(UID):119151
[22:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3096, DB(UID):124961
[22:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3298, DB(UID):157495
[22:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3141, DB(UID):88088
[22:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3329, DB(UID):147043
[22:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3343, DB(UID):200871
[22:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3368, DB(UID):37218
[22:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3394, DB(UID):58379
[22:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3395, DB(UID):99539
[22:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3208, DB(UID):188351
[22:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3213, DB(UID):239986
[22:13]AccountKick Fail - uid(0), 
[22:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3248, DB(UID):166262
[22:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3450, DB(UID):174286
[22:15][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:355, UID:183351
[22:15][ERROR]USER_LEAVE UID Error Server=1, iUID=74741
[22:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3279, DB(UID):47459
[22:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3474, DB(UID):270486
[22:16]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3487, DB(UID):246030
[22:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3335, DB(UID):128517
[22:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3337, DB(UID):26470
[22:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3350, DB(UID):244487
[22:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3546, DB(UID):5652
[22:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3550, DB(UID):120708
[22:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3564, DB(UID):174920
[22:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3571, DB(UID):266010
[22:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3403, DB(UID):76729
[22:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3594, DB(UID):218879
[22:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3419, DB(UID):100815
[22:19][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:1998, UID:245244
[22:19]AccountKick Fail - uid(0), 
[22:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3661, DB(UID):192326
[22:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3476, DB(UID):134845
[22:20][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:1, SID:2481, UID:74741
[22:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3496, DB(UID):144499
[22:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3693, DB(UID):64306
[22:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3505, DB(UID):59447
[22:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3705, DB(UID):186651
[22:22]AccountKick Success- serverId(2) sessionIdx(477), uid(152350), 
[22:22]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3749, DB(UID):49653
[22:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3573, DB(UID):8975
[22:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3792, DB(UID):252101
[22:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3806, DB(UID):64124
[22:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3825, DB(UID):99940
[22:24]AccountKick Fail - uid(0), 
[22:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3835, DB(UID):199585
[22:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3849, DB(UID):239879
[22:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3852, DB(UID):105571
[22:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3858, DB(UID):18440
[22:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3868, DB(UID):156453
[22:25]AccountKick Fail - uid(0), 
[22:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3883, DB(UID):69469
[22:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3713, DB(UID):136229
[22:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3929, DB(UID):247525
[22:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3939, DB(UID):143843
[22:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3762, DB(UID):121840
[22:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3956, DB(UID):114631
[22:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3964, DB(UID):81715
[22:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3984, DB(UID):115969
[22:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4014, DB(UID):102090
[22:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4035, DB(UID):164014
[22:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4036, DB(UID):73684
[22:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4049, DB(UID):25965
[22:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4086, DB(UID):86881
[22:31]AccountKick Fail - uid(0), 
[22:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4108, DB(UID):25789
[22:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4118, DB(UID):136477
[22:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4167, DB(UID):17739
[22:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4174, DB(UID):74902
[22:34]AccountKick Fail - uid(0), 
[22:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4222, DB(UID):161927
[22:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4227, DB(UID):141251
[22:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4042, DB(UID):65020
[22:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4234, DB(UID):37852
[22:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4235, DB(UID):189631
[22:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4239, DB(UID):85354
[22:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4048, DB(UID):22378
[22:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4245, DB(UID):195820
[22:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4056, DB(UID):18695
[22:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4249, DB(UID):64385
[22:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4295, DB(UID):192397
[22:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4116, DB(UID):36092
[22:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:29, DB(UID):38705
[22:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:43, DB(UID):92508
[22:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:47, DB(UID):44817
[22:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:63, DB(UID):254691
[22:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4184, DB(UID):95493
[22:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4187, DB(UID):172101
[22:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4196, DB(UID):268645
[22:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4215, DB(UID):246403
[22:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:106, DB(UID):17746
[22:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4257, DB(UID):225578
[22:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:156, DB(UID):18891
[22:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4276, DB(UID):76782
[22:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:189, DB(UID):270831
[22:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:197, DB(UID):40999
[22:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:199, DB(UID):128920
[22:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:217, DB(UID):50873
[22:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:25, DB(UID):109532
[22:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:43, DB(UID):269907
[22:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:74, DB(UID):134861
[22:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:78, DB(UID):720
[22:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:270, DB(UID):226558
[22:43][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:78, UID:720
[22:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:112, DB(UID):209374
[22:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:311, DB(UID):262767
[22:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:326, DB(UID):149582
[22:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:145, DB(UID):31382
[22:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:374, DB(UID):190955
[22:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:393, DB(UID):20353
[22:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:394, DB(UID):218116
[22:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:206, DB(UID):144865
[22:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:209, DB(UID):140459
[22:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:418, DB(UID):259592
[22:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:419, DB(UID):253189
[22:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:420, DB(UID):15663
[22:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:428, DB(UID):12303
[22:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:240, DB(UID):156941
[22:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:438, DB(UID):79361
[22:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:444, DB(UID):67232
[22:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:471, DB(UID):267689
[22:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:315, DB(UID):116225
[22:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:511, DB(UID):18059
[22:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:323, DB(UID):259728
[22:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:540, DB(UID):269685
[22:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:557, DB(UID):187066
[22:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:559, DB(UID):263761
[22:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:391, DB(UID):100171
[22:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:399, DB(UID):18867
[22:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:600, DB(UID):121901
[22:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:639, DB(UID):21745
[22:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:645, DB(UID):29982
[22:53][ERROR]USER_LEAVE UID Error Server=1, iUID=133103
[22:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:719, DB(UID):36855
[22:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:724, DB(UID):205082
[22:56]AccountKick Fail - uid(0), 
[22:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:773, DB(UID):116858
[22:56][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:1, SID:788, UID:133103
[22:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:606, DB(UID):17412
[22:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:608, DB(UID):29277
[22:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:809, DB(UID):209906
[22:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:815, DB(UID):219694
[22:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:816, DB(UID):100314
[22:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:634, DB(UID):97039
[22:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:0, SID:1073, DB(UID):36511
[22:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:651, DB(UID):142695
[22:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:850, DB(UID):61435
[22:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:881, DB(UID):21014
[22:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:718, DB(UID):184910
[22:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:914, DB(UID):259489
[23:00]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:925, DB(UID):226141
[23:00]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:941, DB(UID):269369
[23:00]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:944, DB(UID):54031
[23:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:957, DB(UID):107595
[23:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:958, DB(UID):190407
[23:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:980, DB(UID):143856
[23:01]AccountKick Fail - uid(0), 
[23:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:982, DB(UID):258751
[23:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:983, DB(UID):89976
[23:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1000, DB(UID):106667
[23:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1059, DB(UID):80520
[23:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:870, DB(UID):86195
[23:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1068, DB(UID):22521
[23:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1086, DB(UID):88414
[23:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1092, DB(UID):241947
[23:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1097, DB(UID):268879
[23:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1106, DB(UID):148404
[23:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1117, DB(UID):27126
[23:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1131, DB(UID):56164
[23:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:947, DB(UID):142020
[23:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1142, DB(UID):91234
[23:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1167, DB(UID):271354
[23:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:979, DB(UID):68926
[23:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1192, DB(UID):5858
[23:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1006, DB(UID):64715
[23:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1008, DB(UID):191351
[23:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1232, DB(UID):234817
[23:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1233, DB(UID):206587
[23:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1257, DB(UID):23048
[23:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1278, DB(UID):79126
[23:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1288, DB(UID):215269
[23:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1322, DB(UID):269212
[23:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1332, DB(UID):258267
[23:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1364, DB(UID):243873
[23:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1193, DB(UID):61263
[23:12]AccountKick Fail - uid(0), 
[23:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1423, DB(UID):159181
[23:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1426, DB(UID):152361
[23:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1441, DB(UID):124150
